gene_name,gene_type
NR4A3,GOAD_microglial
NRBF2,GOAD_microglial
NRIP1,GOAD_microglial
NRM,GOAD_microglial
NRP1,GOAD_microglial
NRP2,GOAD_microglial
NRSN1,GOAD_microglial
NSF,GOAD_microglial
NSMCE2,GOAD_microglial
NTN3,GOAD_microglial
NUCKS1,GOAD_microglial
NUDT19,GOAD_microglial
NUDT4,GOAD_microglial
NUF2,GOAD_microglial
NUMB,GOAD_microglial
NUP88,GOAD_microglial
OAS1A,GOAD_microglial
OAS1F,GOAD_microglial
OAS1G,GOAD_microglial
OASL1,GOAD_microglial
OASL2,GOAD_microglial
ODC1,GOAD_microglial
OGDH,GOAD_microglial
OLA1,GOAD_microglial
OLFR110,GOAD_microglial
OLFR111,GOAD_microglial
OLFR128,GOAD_microglial
OLR1,GOAD_microglial
OS9,GOAD_microglial
OSBPL3,GOAD_microglial
OSBPL8,GOAD_microglial
OSGIN1,GOAD_microglial
OSM,GOAD_microglial
OSTM1,GOAD_microglial
OTUD1,GOAD_microglial
OXCT1,GOAD_microglial
P2RX4,GOAD_microglial
P2RY12,GOAD_microglial
P2RY13,GOAD_microglial
P2RY2,GOAD_microglial
P4HB,GOAD_microglial
PACSIN1,GOAD_microglial
PADI3,GOAD_microglial
PAF1,GOAD_microglial
PAICS,GOAD_microglial
PAPOLG,GOAD_microglial
PBXIP1,GOAD_microglial
PCDHB22,GOAD_microglial
PDCD1,GOAD_microglial
PDCD6,GOAD_microglial
PDCD6IP,GOAD_microglial
PDE2A,GOAD_microglial
PDE4B,GOAD_microglial
PDGFA,GOAD_microglial
PDGFC,GOAD_microglial
PDK3,GOAD_microglial
PDLIM4,GOAD_microglial
PDXK,GOAD_microglial
PEA15A,GOAD_microglial
PEBP1,GOAD_microglial
PELI2,GOAD_microglial
PELO,GOAD_microglial
PER3,GOAD_microglial
PERP,GOAD_microglial
PF4,GOAD_microglial
PFKL,GOAD_microglial
PFN1,GOAD_microglial
PFN2,GOAD_microglial
PGAM1,GOAD_microglial
PGK1,GOAD_microglial
PGM2,GOAD_microglial
PHF11,GOAD_microglial
PHGDH,GOAD_microglial
PHLDA1,GOAD_microglial
PHLDA3,GOAD_microglial
PHLDB1,GOAD_microglial
PHYHD1,GOAD_microglial
PID1,GOAD_microglial
PIGA,GOAD_microglial
PIGS,GOAD_microglial
PIK3R1,GOAD_microglial
PIM3,GOAD_microglial
PITPNA,GOAD_microglial
PITRM1,GOAD_microglial
PKIB,GOAD_microglial
PKP2,GOAD_microglial
PLAU,GOAD_microglial
PLAUR,GOAD_microglial
PLBD2,GOAD_microglial
PLCL2,GOAD_microglial
PLD1,GOAD_microglial
PLD3,GOAD_microglial
PLD4,GOAD_microglial
PLEK,GOAD_microglial
PLEKHA1,GOAD_microglial
PLEKHB2,GOAD_microglial
PLEKHH1,GOAD_microglial
PLEKHM2,GOAD_microglial
PLEKHO1,GOAD_microglial
PLIN2,GOAD_microglial
PLK2,GOAD_microglial
PLP2,GOAD_microglial
PLXNA2,GOAD_microglial
PLXNA4,GOAD_microglial
PLXNC1,GOAD_microglial
PMAIP1,GOAD_microglial
PMEPA1,GOAD_microglial
PMVK,GOAD_microglial
PNP,GOAD_microglial
PNPLA7,GOAD_microglial
PON3,GOAD_microglial
POT1B,GOAD_microglial
PPAP2A,GOAD_microglial
PPFIBP1,GOAD_microglial
PPIB,GOAD_microglial
PPM1A,GOAD_microglial
PPM1F,GOAD_microglial
PPM1J,GOAD_microglial
PPP1R3C,GOAD_microglial
PPP1R3F,GOAD_microglial
PPP3R1,GOAD_microglial
PPT1,GOAD_microglial
PQLC1,GOAD_microglial
PQLC3,GOAD_microglial
PRC1,GOAD_microglial
PRCP,GOAD_microglial
PRDM1,GOAD_microglial
PRDX3,GOAD_microglial
PRDX4,GOAD_microglial
PRDX5,GOAD_microglial
PRDX6,GOAD_microglial
PRELID2,GOAD_microglial
PRICKLE1,GOAD_microglial
PRKAB1,GOAD_microglial
PRKAR1A,GOAD_microglial
PRKCA,GOAD_microglial
PRKG1,GOAD_microglial
PRKX,GOAD_microglial
PRL2C1,GOAD_microglial
PRNP,GOAD_microglial
PROCR,GOAD_microglial
PROX2,GOAD_microglial
PRR11,GOAD_microglial
PRR15,GOAD_microglial
PRR18,GOAD_microglial
PRR5L,GOAD_microglial
PSAT1,GOAD_microglial
PSEN2,GOAD_microglial
PSMB6,GOAD_microglial
PSMD10,GOAD_microglial
PSMD2,GOAD_microglial
PSME1,GOAD_microglial
PTCHD1,GOAD_microglial
PTGER4,GOAD_microglial
PTGS1,GOAD_microglial
PTGS2,GOAD_microglial
PTPLAD2,GOAD_microglial
PTPLB,GOAD_microglial
PVR,GOAD_microglial
PWP2,GOAD_microglial
PXDN,GOAD_microglial
PYGL,GOAD_microglial
QPCT,GOAD_microglial
QPCTL,GOAD_microglial
QPRT,GOAD_microglial
RAB20,GOAD_microglial
RAB34,GOAD_microglial
RAB39,GOAD_microglial
RAB3IL1,GOAD_microglial
RAB7,GOAD_microglial
RACGAP1,GOAD_microglial
RAI14,GOAD_microglial
RALGPS2,GOAD_microglial
RAMP1,GOAD_microglial
RAMP3,GOAD_microglial
RANBP2,GOAD_microglial
RAP2A,GOAD_microglial
RAP2B,GOAD_microglial
RAPGEF5,GOAD_microglial
RASD2,GOAD_microglial
RASGEF1A,GOAD_microglial
RASGRP4,GOAD_microglial
RASSF1,GOAD_microglial
RASSF3,GOAD_microglial
RBM5,GOAD_microglial
RCE1,GOAD_microglial
REEP3,GOAD_microglial
RELB,GOAD_microglial
RELL1,GOAD_microglial
REPS2,GOAD_microglial
RFTN1,GOAD_microglial
RFTN2,GOAD_microglial
RFX5,GOAD_microglial
RGS1,GOAD_microglial
RGS10,GOAD_microglial
RGS11,GOAD_microglial
RGS14,GOAD_microglial
RGS16,GOAD_microglial
RHOB,GOAD_microglial
RHOBTB1,GOAD_microglial
RHOC,GOAD_microglial
RHOF,GOAD_microglial
RLF,GOAD_microglial
RNASEH2B,GOAD_microglial
RNF128,GOAD_microglial
RNF149,GOAD_microglial
RNF31,GOAD_microglial
RNPC3,GOAD_microglial
ROPN1L,GOAD_microglial
RORA,GOAD_microglial
RPL15,GOAD_microglial
RPL22,GOAD_microglial
RPL23,GOAD_microglial
RPL31,GOAD_microglial
RPL32,GOAD_microglial
RPL36A,GOAD_microglial
RPL36AL,GOAD_microglial
RPL37A,GOAD_microglial
RPL6,GOAD_microglial
RPL8,GOAD_microglial
RPS10,GOAD_microglial
RPS11,GOAD_microglial
RPS14,GOAD_microglial
RPS15,GOAD_microglial
RPS25,GOAD_microglial
RPS26,GOAD_microglial
RPS3,GOAD_microglial
RPS5,GOAD_microglial
RPS6KA1,GOAD_microglial
RPS9,GOAD_microglial
RPSA,GOAD_microglial
RRAD,GOAD_microglial
RRAGC,GOAD_microglial
RRM2,GOAD_microglial
RSAD2,GOAD_microglial
RSBN1,GOAD_microglial
RSPO1,GOAD_microglial
RTN1,GOAD_microglial
RTP4,GOAD_microglial
RUNX3,GOAD_microglial
RUSC2,GOAD_microglial
RXRG,GOAD_microglial
S100A1,GOAD_microglial
SALL1,GOAD_microglial
SAMD4B,GOAD_microglial
SAMD8,GOAD_microglial
SAMD9L,GOAD_microglial
SAP30,GOAD_microglial
SASH1,GOAD_microglial
SASH3,GOAD_microglial
SCAMP2,GOAD_microglial
SCAMP5,GOAD_microglial
SCARB1,GOAD_microglial
SCD2,GOAD_microglial
SCPEP1,GOAD_microglial
SCRT1,GOAD_microglial
SDC3,GOAD_microglial
SDC4,GOAD_microglial
SDCBP,GOAD_microglial
SDF2L1,GOAD_microglial
SDF4,GOAD_microglial
SELM,GOAD_microglial
SELPLG,GOAD_microglial
SEMA4B,GOAD_microglial
SEPHS1,GOAD_microglial
SEPP1,GOAD_microglial
45546,GOAD_microglial
45539,GOAD_microglial
SERF1,GOAD_microglial
SERINC1,GOAD_microglial
SERINC3,GOAD_microglial
SERPINB6A,GOAD_microglial
SERPINB6B,GOAD_microglial
SERPINB6C,GOAD_microglial
SERPINB9,GOAD_microglial
SERPINE1,GOAD_microglial
SERPINE2,GOAD_microglial
SERPINF1,GOAD_microglial
SESN1,GOAD_microglial
SESTD1,GOAD_microglial
SETBP1,GOAD_microglial
SGCB,GOAD_microglial
SGMS1,GOAD_microglial
SGSH,GOAD_microglial
SH3BGRL,GOAD_microglial
SH3PXD2B,GOAD_microglial
SH3YL1,GOAD_microglial
SHE,GOAD_microglial
SIAE,GOAD_microglial
SIGLEC1,GOAD_microglial
SIGLEC5,GOAD_microglial
SIGLECH,GOAD_microglial
SIK1,GOAD_microglial
SIL1,GOAD_microglial
SIPA1,GOAD_microglial
SIVA1,GOAD_microglial
SKAP1,GOAD_microglial
SLA,GOAD_microglial
SLC13A3,GOAD_microglial
SLC15A3,GOAD_microglial
SLC16A3,GOAD_microglial
SLC1A3,GOAD_microglial
SLC1A5,GOAD_microglial
SLC23A2,GOAD_microglial
SLC25A13,GOAD_microglial
SLC25A19,GOAD_microglial
SLC25A25,GOAD_microglial
SLC25A27,GOAD_microglial
SLC25A37,GOAD_microglial
SLC25A4,GOAD_microglial
SLC26A11,GOAD_microglial
SLC27A1,GOAD_microglial
SLC2A1,GOAD_microglial
SLC2A3,GOAD_microglial
SLC2A5,GOAD_microglial
SLC2A6,GOAD_microglial
SLC30A1,GOAD_microglial
SLC31A1,GOAD_microglial
SLC35A4,GOAD_microglial
SLC35E4,GOAD_microglial
SLC36A2,GOAD_microglial
SLC36A4,GOAD_microglial
SLC39A12,GOAD_microglial
SLC40A1,GOAD_microglial
SLC43A3,GOAD_microglial
SLC44A1,GOAD_microglial
SLC45A4,GOAD_microglial
SLC46A1,GOAD_microglial
SLC5A10,GOAD_microglial
SLC6A6,GOAD_microglial
SLC7A1,GOAD_microglial
SLC7A11,GOAD_microglial
SLCO2B1,GOAD_microglial
SLCO4A1,GOAD_microglial
SLFN2,GOAD_microglial
SMARCA5,GOAD_microglial
SMC4,GOAD_microglial
SMPDL3A,GOAD_microglial
SMYD2,GOAD_microglial
SNAP29,GOAD_microglial
SNHG6,GOAD_microglial
SNN,GOAD_microglial
SNORA74A,GOAD_microglial
SNPH,GOAD_microglial
SNRPD2,GOAD_microglial
SNTA1,GOAD_microglial
SNTB2,GOAD_microglial
SNX3,GOAD_microglial
SOAT1,GOAD_microglial
SOCS4,GOAD_microglial
SOCS6,GOAD_microglial
SOD1,GOAD_microglial
SOD2,GOAD_microglial
SOX4,GOAD_microglial
SOX7,GOAD_microglial
SPARC,GOAD_microglial
SPEG,GOAD_microglial
SPG21,GOAD_microglial
SPP1,GOAD_microglial
SQLE,GOAD_microglial
SQRDL,GOAD_microglial
SREBF2,GOAD_microglial
SRGAP2,GOAD_microglial
SRGN,GOAD_microglial
SRI,GOAD_microglial
SRPK2,GOAD_microglial
SRXN1,GOAD_microglial
SSH2,GOAD_microglial
SSR3,GOAD_microglial
SSR4,GOAD_microglial
ST14,GOAD_microglial
ST3GAL5,GOAD_microglial
ST3GAL6,GOAD_microglial
ST8SIA1,GOAD_microglial
ST8SIA4,GOAD_microglial
ST8SIA6,GOAD_microglial
STAB1,GOAD_microglial
STAMBPL1,GOAD_microglial
STARD3,GOAD_microglial
STARD4,GOAD_microglial
STARD8,GOAD_microglial
STIL,GOAD_microglial
STK3,GOAD_microglial
STK4,GOAD_microglial
STT3B,GOAD_microglial
STX11,GOAD_microglial
STX3,GOAD_microglial
SULF2,GOAD_microglial
SULT1A1,GOAD_microglial
SUMO1,GOAD_microglial
SURF4,GOAD_microglial
SYNE2,GOAD_microglial
SYNGR1,GOAD_microglial
TANC2,GOAD_microglial
TBC1D12,GOAD_microglial
TBC1D16,GOAD_microglial
TBC1D4,GOAD_microglial
TCAP,GOAD_microglial
TCF4,GOAD_microglial
TCP1,GOAD_microglial
TECPR1,GOAD_microglial
TEF,GOAD_microglial
TES,GOAD_microglial
TGFBI,GOAD_microglial
TGFBR1,GOAD_microglial
TGFBR2,GOAD_microglial
TGM2,GOAD_microglial
TGOLN1,GOAD_microglial
THBS1,GOAD_microglial
TIGD4,GOAD_microglial
TIMM8A1,GOAD_microglial
TIMP2,GOAD_microglial
TIPARP,GOAD_microglial
TJP1,GOAD_microglial
TLE3,GOAD_microglial
TLK1,GOAD_microglial
TLN1,GOAD_microglial
TLR1,GOAD_microglial
TLR2,GOAD_microglial
TLR5,GOAD_microglial
TM6SF1,GOAD_microglial
TMBIM1,GOAD_microglial
TMCO4,GOAD_microglial
TMED10,GOAD_microglial
TMED3,GOAD_microglial
TMEM119,GOAD_microglial
TMEM123,GOAD_microglial
TMEM163,GOAD_microglial
TMEM164,GOAD_microglial
TMEM170B,GOAD_microglial
TMEM173,GOAD_microglial
TMEM178,GOAD_microglial
TMEM184B,GOAD_microglial
TMEM202,GOAD_microglial
TMEM204,GOAD_microglial
TMEM205,GOAD_microglial
TMEM37,GOAD_microglial
TMEM39A,GOAD_microglial
TMEM44,GOAD_microglial
TMEM51,GOAD_microglial
TMEM52,GOAD_microglial
TMEM63A,GOAD_microglial
TMEM65,GOAD_microglial
TMEM66,GOAD_microglial
TMEM86A,GOAD_microglial
TMSB4X,GOAD_microglial
TNFAIP2,GOAD_microglial
TNFAIP8,GOAD_microglial
TNFAIP8L1,GOAD_microglial
TNFSF8,GOAD_microglial
TNFSF9,GOAD_microglial
TNIP2,GOAD_microglial
TNS3,GOAD_microglial
TOLLIP,GOAD_microglial
TOMM70A,GOAD_microglial
TOP2A,GOAD_microglial
TPCN2,GOAD_microglial
TPD52,GOAD_microglial
TPI1,GOAD_microglial
TPM4,GOAD_microglial
TPPP,GOAD_microglial
TPST2,GOAD_microglial
TRAF5,GOAD_microglial
TREM2,GOAD_microglial
TRF,GOAD_microglial
TRIB3,GOAD_microglial
TRIM62,GOAD_microglial
TRMT5,GOAD_microglial
TRPC4,GOAD_microglial
TRPM1,GOAD_microglial
TRPM6,GOAD_microglial
TRPS1,GOAD_microglial
TSC22D1,GOAD_microglial
TSC22D3,GOAD_microglial
TSPAN13,GOAD_microglial
TSPAN14,GOAD_microglial
TSPAN17,GOAD_microglial
TSPAN18,GOAD_microglial
TSPO,GOAD_microglial
TTC3,GOAD_microglial
TTC7,GOAD_microglial
TTYH2,GOAD_microglial
TUBA1A,GOAD_microglial
TUBB5,GOAD_microglial
TUSC1,GOAD_microglial
TXNDC16,GOAD_microglial
TXNDC5,GOAD_microglial
TXNIP,GOAD_microglial
TXNRD1,GOAD_microglial
TYROBP,GOAD_microglial
UAP1,GOAD_microglial
UAP1L1,GOAD_microglial
UBC,GOAD_microglial
UBE2L3,GOAD_microglial
UCK2,GOAD_microglial
UNC13B,GOAD_microglial
UNC5A,GOAD_microglial
UNC93B1,GOAD_microglial
UPK1A,GOAD_microglial
UPK1B,GOAD_microglial
UQCRFS1,GOAD_microglial
USE1,GOAD_microglial
USP12,GOAD_microglial
USP18,GOAD_microglial
USP2,GOAD_microglial
USP21,GOAD_microglial
USP30,GOAD_microglial
USP9X,GOAD_microglial
VAMP1,GOAD_microglial
VAMP3,GOAD_microglial
VAT1,GOAD_microglial
VDAC2,GOAD_microglial
VEGFA,GOAD_microglial
VIM,GOAD_microglial
VKORC1,GOAD_microglial
VPRBP,GOAD_microglial
VPS13C,GOAD_microglial
VPS18,GOAD_microglial
VPS26A,GOAD_microglial
VPS29,GOAD_microglial
VPS35,GOAD_microglial
VPS37B,GOAD_microglial
VSIG8,GOAD_microglial
WASF2,GOAD_microglial
WBP5,GOAD_microglial
WDFY2,GOAD_microglial
WEE1,GOAD_microglial
WIF1,GOAD_microglial
WIPF1,GOAD_microglial
WIPF3,GOAD_microglial
WSB2,GOAD_microglial
XPR1,GOAD_microglial
XYLT1,GOAD_microglial
YBX1,GOAD_microglial
YDJC,GOAD_microglial
YIPF7,GOAD_microglial
YWHAG,GOAD_microglial
ZBP1,GOAD_microglial
ZBTB16,GOAD_microglial
ZDHHC21,GOAD_microglial
ZFAND2A,GOAD_microglial
ZFHX3,GOAD_microglial
ZFP358,GOAD_microglial
ZFP365,GOAD_microglial
ZFP367,GOAD_microglial
ZFP36L2,GOAD_microglial
ZFP408,GOAD_microglial
ZFP503,GOAD_microglial
ZFP618,GOAD_microglial
ZFP704,GOAD_microglial
ZFP710,GOAD_microglial
ZFP740,GOAD_microglial
ZFP90,GOAD_microglial
ZFP91,GOAD_microglial
ZMAT3,GOAD_microglial
ZMYND15,GOAD_microglial
ZSCAN2,GOAD_microglial
ZWILCH,GOAD_microglial
1600014C23RIK,GOAD_astrocyte
1700016K19RIK,GOAD_astrocyte
1700017B05RIK,GOAD_astrocyte
1700019G17RIK,GOAD_astrocyte
1700084C01RIK,GOAD_astrocyte
2610034M16RIK,GOAD_astrocyte
4930506M07RIK,GOAD_astrocyte
9330159F19RIK,GOAD_astrocyte
AACS,GOAD_astrocyte
AASS,GOAD_astrocyte
ABAT,GOAD_astrocyte
ABCB9,GOAD_astrocyte
ABCC9,GOAD_astrocyte
ABCD2,GOAD_astrocyte
ABHD2,GOAD_astrocyte
ABHD6,GOAD_astrocyte
ACAT3,GOAD_astrocyte
ACOT10,GOAD_astrocyte
ACOT11,GOAD_astrocyte
ACOT9,GOAD_astrocyte
ACSBG1,GOAD_astrocyte
ACSL3,GOAD_astrocyte
ACSL5,GOAD_astrocyte
ACSL6,GOAD_astrocyte
ACSS1,GOAD_astrocyte
ACSS2,GOAD_astrocyte
ADAMTSL2,GOAD_astrocyte
ADHFE1,GOAD_astrocyte
ADK,GOAD_astrocyte
ADORA2B,GOAD_astrocyte
AEBP1,GOAD_astrocyte
AF251705,GOAD_astrocyte
AFAP1L2,GOAD_astrocyte
AGL,GOAD_astrocyte
AGPAT5,GOAD_astrocyte
AHNAK,GOAD_astrocyte
AI464131,GOAD_astrocyte
AI661453,GOAD_astrocyte
AK1,GOAD_astrocyte
AKR1C14,GOAD_astrocyte
ALDH18A1,GOAD_astrocyte
ALDH1L1,GOAD_astrocyte
ALDH1L2,GOAD_astrocyte
ALDOC,GOAD_astrocyte
ALG8,GOAD_astrocyte
ALKBH7,GOAD_astrocyte
AMPD2,GOAD_astrocyte
ANGPTL4,GOAD_astrocyte
ANKRD29,GOAD_astrocyte
ANXA4,GOAD_astrocyte
APBB1IP,GOAD_astrocyte
APLN,GOAD_astrocyte
APLP1,GOAD_astrocyte
APOL9A,GOAD_astrocyte
APOL9B,GOAD_astrocyte
ARHGAP9,GOAD_astrocyte
ARHGDIG,GOAD_astrocyte
ARL4D,GOAD_astrocyte
ARMC3,GOAD_astrocyte
ARNT2,GOAD_astrocyte
ARRB1,GOAD_astrocyte
ART3,GOAD_astrocyte
ARX,GOAD_astrocyte
ASNS,GOAD_astrocyte
ASPG,GOAD_astrocyte
ASTN1,GOAD_astrocyte
ATP13A4,GOAD_astrocyte
ATP13A5,GOAD_astrocyte
ATP1A1,GOAD_astrocyte
ATP1A2,GOAD_astrocyte
ATP2B4,GOAD_astrocyte
ATP9A,GOAD_astrocyte
ATXN2,GOAD_astrocyte
B3GALTL,GOAD_astrocyte
B4GALT1,GOAD_astrocyte
BAALC,GOAD_astrocyte
BAG1,GOAD_astrocyte
BAI3,GOAD_astrocyte
BBC3,GOAD_astrocyte
BBOX1,GOAD_astrocyte
BC005764,GOAD_astrocyte
BCL2A1C,GOAD_astrocyte
BCL3,GOAD_astrocyte
BEND6,GOAD_astrocyte
BIK,GOAD_astrocyte
BTBD17,GOAD_astrocyte
C1QTNF4,GOAD_astrocyte
C4B,GOAD_astrocyte
CAB39,GOAD_astrocyte
CABLES1,GOAD_astrocyte
CACNB3,GOAD_astrocyte
CALM2,GOAD_astrocyte
CAR14,GOAD_astrocyte
CAR2,GOAD_astrocyte
CASP4,GOAD_astrocyte
CAST,GOAD_astrocyte
CBR3,GOAD_astrocyte
CBS,GOAD_astrocyte
CCBL1,GOAD_astrocyte
CCDC102A,GOAD_astrocyte
CCDC19,GOAD_astrocyte
CCK,GOAD_astrocyte
CCL3,GOAD_astrocyte
CCL4,GOAD_astrocyte
CCL5,GOAD_astrocyte
CCL6,GOAD_astrocyte
CCNJL,GOAD_astrocyte
CD14,GOAD_astrocyte
CD24A,GOAD_astrocyte
CD3D,GOAD_astrocyte
CD40,GOAD_astrocyte
CD52,GOAD_astrocyte
CD83,GOAD_astrocyte
CD9,GOAD_astrocyte
CDC20,GOAD_astrocyte
CDC42EP5,GOAD_astrocyte
CDH19,GOAD_astrocyte
CDH2,GOAD_astrocyte
CDH20,GOAD_astrocyte
CDT1,GOAD_astrocyte
CEND1,GOAD_astrocyte
CGREF1,GOAD_astrocyte
CH25H,GOAD_astrocyte
CHAF1A,GOAD_astrocyte
CHCHD10,GOAD_astrocyte
CHGB,GOAD_astrocyte
CHST1,GOAD_astrocyte
CHST8,GOAD_astrocyte
CIDEB,GOAD_astrocyte
CITED4,GOAD_astrocyte
CKAP5,GOAD_astrocyte
CKB,GOAD_astrocyte
CLCN2,GOAD_astrocyte
CLEC7A,GOAD_astrocyte
CLIC1,GOAD_astrocyte
CLIP1,GOAD_astrocyte
CLU,GOAD_astrocyte
CML1,GOAD_astrocyte
CML3,GOAD_astrocyte
CML5,GOAD_astrocyte
CMPK2,GOAD_astrocyte
CMTM3,GOAD_astrocyte
CNP,GOAD_astrocyte
CNTFR,GOAD_astrocyte
COBLL1,GOAD_astrocyte
CORO1A,GOAD_astrocyte
COTL1,GOAD_astrocyte
COX6A2,GOAD_astrocyte
COX7A2L,GOAD_astrocyte
CPEB3,GOAD_astrocyte
CPLX1,GOAD_astrocyte
CPNE8,GOAD_astrocyte
CRLF3,GOAD_astrocyte
CROCC,GOAD_astrocyte
CROT,GOAD_astrocyte
CS,GOAD_astrocyte
CSGALNACT1,GOAD_astrocyte
CST3,GOAD_astrocyte
CST7,GOAD_astrocyte
CTH,GOAD_astrocyte
CTSF,GOAD_astrocyte
CTSS,GOAD_astrocyte
CTXN1,GOAD_astrocyte
CTXN2,GOAD_astrocyte
CXCL10,GOAD_astrocyte
CXCL14,GOAD_astrocyte
CXCL5,GOAD_astrocyte
CXCR3,GOAD_astrocyte
CXCR6,GOAD_astrocyte
CYGB,GOAD_astrocyte
CYP2J9,GOAD_astrocyte
CYP4F15,GOAD_astrocyte
CYP51,GOAD_astrocyte
CYP7B1,GOAD_astrocyte
CYTH4,GOAD_astrocyte
D630039A03RIK,GOAD_astrocyte
DAP,GOAD_astrocyte
DBP,GOAD_astrocyte
DBX2,GOAD_astrocyte
DDT,GOAD_astrocyte
DEXI,GOAD_astrocyte
DFNA5,GOAD_astrocyte
DHCR24,GOAD_astrocyte
DHCR7,GOAD_astrocyte
DHRS13,GOAD_astrocyte
DHRS7,GOAD_astrocyte
DHX58,GOAD_astrocyte
DIO2,GOAD_astrocyte
DMP1,GOAD_astrocyte
DMRTA2,GOAD_astrocyte
DNAJC10,GOAD_astrocyte
DNER,GOAD_astrocyte
DOK4,GOAD_astrocyte
DOK7,GOAD_astrocyte
DOLPP1,GOAD_astrocyte
DTX1,GOAD_astrocyte
DUSP2,GOAD_astrocyte
DUSP26,GOAD_astrocyte
DUSP3,GOAD_astrocyte
DUSP7,GOAD_astrocyte
DYNC1I1,GOAD_astrocyte
EEF1A1,GOAD_astrocyte
EGR1,GOAD_astrocyte
EGR2,GOAD_astrocyte
EIF1A,GOAD_astrocyte
ELOVL2,GOAD_astrocyte
ELOVL4,GOAD_astrocyte
ELOVL6,GOAD_astrocyte
EML1,GOAD_astrocyte
EMP1,GOAD_astrocyte
EMX2,GOAD_astrocyte
ENHO,GOAD_astrocyte
ENKUR,GOAD_astrocyte
ENTPD1,GOAD_astrocyte
ENTPD2,GOAD_astrocyte
EPB4.1L3,GOAD_astrocyte
EPDR1,GOAD_astrocyte
ESRRB,GOAD_astrocyte
ETV4,GOAD_astrocyte
ETV5,GOAD_astrocyte
EVI2A,GOAD_astrocyte
F3,GOAD_astrocyte
FABP3,GOAD_astrocyte
FABP5,GOAD_astrocyte
FADS1,GOAD_astrocyte
FADS2,GOAD_astrocyte
FAM101B,GOAD_astrocyte
FAM117A,GOAD_astrocyte
FAM171B,GOAD_astrocyte
FAM174A,GOAD_astrocyte
FAM181B,GOAD_astrocyte
FAM195A,GOAD_astrocyte
FAM20A,GOAD_astrocyte
FAM49A,GOAD_astrocyte
FAM69A,GOAD_astrocyte
FAM69B,GOAD_astrocyte
FAM69C,GOAD_astrocyte
FAM84A,GOAD_astrocyte
FBLIM1,GOAD_astrocyte
FBLN7,GOAD_astrocyte
FBXL22,GOAD_astrocyte
FBXL7,GOAD_astrocyte
FBXO27,GOAD_astrocyte
FBXW17,GOAD_astrocyte
FCER1G,GOAD_astrocyte
FCGR2B,GOAD_astrocyte
FCGR3,GOAD_astrocyte
FCRLS,GOAD_astrocyte
FDPS,GOAD_astrocyte
FES,GOAD_astrocyte
FEZ1,GOAD_astrocyte
FEZF2,GOAD_astrocyte
FGFR3,GOAD_astrocyte
FGL2,GOAD_astrocyte
FHL5,GOAD_astrocyte
FHOD1,GOAD_astrocyte
FJX1,GOAD_astrocyte
FKBP10,GOAD_astrocyte
FLNC,GOAD_astrocyte
FNDC4,GOAD_astrocyte
FOLH1,GOAD_astrocyte
FOXG1,GOAD_astrocyte
FOXRED2,GOAD_astrocyte
FREM1,GOAD_astrocyte
FUT9,GOAD_astrocyte
FZD1,GOAD_astrocyte
FZD10,GOAD_astrocyte
FZD2,GOAD_astrocyte
G0S2,GOAD_astrocyte
GABRG1,GOAD_astrocyte
GAL3ST4,GOAD_astrocyte
GAP43,GOAD_astrocyte
GAPDH,GOAD_astrocyte
GBP9,GOAD_astrocyte
GCAT,GOAD_astrocyte
GCNT1,GOAD_astrocyte
GCNT2,GOAD_astrocyte
GDA,GOAD_astrocyte
GDF1,GOAD_astrocyte
GDPD1,GOAD_astrocyte
GFAP,GOAD_astrocyte
GGT7,GOAD_astrocyte
GGTA1,GOAD_astrocyte
GJB6,GOAD_astrocyte
GKN1,GOAD_astrocyte
GLCE,GOAD_astrocyte
GLI1,GOAD_astrocyte
GLI2,GOAD_astrocyte
GLUL,GOAD_astrocyte
GM13152,GOAD_astrocyte
GM16442,GOAD_astrocyte
GM4907,GOAD_astrocyte
GM4951,GOAD_astrocyte
GM4987,GOAD_astrocyte
GM694,GOAD_astrocyte
GNG13,GOAD_astrocyte
GNG2,GOAD_astrocyte
GNG3,GOAD_astrocyte
GPD1,GOAD_astrocyte
GPHN,GOAD_astrocyte
GPR156,GOAD_astrocyte
GPR19,GOAD_astrocyte
GPR84,GOAD_astrocyte
GPRC5B,GOAD_astrocyte
GPT,GOAD_astrocyte
GRAMD1B,GOAD_astrocyte
GRB10,GOAD_astrocyte
GRIN2C,GOAD_astrocyte
GRM3,GOAD_astrocyte
GSDMD,GOAD_astrocyte
GSTM1,GOAD_astrocyte
GSTM2,GOAD_astrocyte
GSTM5,GOAD_astrocyte
GSTO1,GOAD_astrocyte
GYS1,GOAD_astrocyte
H3F3B,GOAD_astrocyte
H6PD,GOAD_astrocyte
HAPLN1,GOAD_astrocyte
HAUS4,GOAD_astrocyte
HCLS1,GOAD_astrocyte
HCRTR1,GOAD_astrocyte
HCST,GOAD_astrocyte
HDHD3,GOAD_astrocyte
HECA,GOAD_astrocyte
HEG1,GOAD_astrocyte
HES5,GOAD_astrocyte
HHATL,GOAD_astrocyte
HIP1,GOAD_astrocyte
HIPK1,GOAD_astrocyte
HMGB2,GOAD_astrocyte
HMGCR,GOAD_astrocyte
HMGCS1,GOAD_astrocyte
HNMT,GOAD_astrocyte
HPDL,GOAD_astrocyte
HPX,GOAD_astrocyte
HRH1,GOAD_astrocyte
HSD17B7,GOAD_astrocyte
HSPG2,GOAD_astrocyte
HTRA1,GOAD_astrocyte
